区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
青羊,清溪雅筑,万家湾-培风路271号,86,125,14466,2012年建造
青羊,苏坡中路77号院,万家湾-苏坡中路77号附1号,61,66.8,10951,1998年建造
青羊,太行瑞宏朗诗金沙城(商住楼),"苏坡立交-西三环路,近黄苑路",57,85,14912,2015年建造
青羊,金沙柏林郡,苏坡立交-清波路75号,112,198,17573,2013年建造
青羊,蓝光COCO金沙三期,苏坡立交-清涟路18号,70,130,18571,2016年建造
青羊,金沙海棠,苏坡立交-蜀鑫东路88号,79,136,17215,2016年建造
青羊,蜀风花园城,金沙-金沙遗址路8号,255,500,19539,2003年建造
青羊,清江之春,苏坡立交-金辉路51号,79,100,12658,2009年建造
青羊,蓝光COCO金沙二期,苏坡立交-清百路,72,130,17981,2018年建造
青羊,东立清水河畔,苏坡立交-金福南路55号,84,125,14881,2008年建造
青羊,石人南路32号院,草堂-石人南路32号,88,125,14205,1998年建造
青羊,战旗社区,府南新区-战旗东路9号,56,80,14286,1997年建造
青羊,地质局宿舍,草堂-青羊北二街34号,60,99,16291,1999年建造
青羊,包家巷16号院,青羊宫-包家巷16号,47,109,22899,1987年建造
青羊,浣花北路26号院,草堂-浣花北路26号,77,130,16842,1997年建造
青羊,光华锦苑,外光华-光华北六路216号,96,192,20000,2014年建造
青羊,战旗东路7号院,府南新区-战旗东路7号,52,79.8,15346,1997年建造
青羊,心灵家园,万家湾-培华路312号,113,228,20177,2013年建造
青羊,培风小区东区,万家湾-培风东街200号,75,87.8,11707,2008年建造
青羊,时代印象,太升路-北东街1号,42,66,15714,2004年建造
青羊,听城,金沙-蜀源路8号,86,175,20349,2010年建造
青羊,中大君悦金沙7期君逸院,金沙-蜀辉路99号,88,240,27119,2014年建造
青羊,中铁西城东区,万家湾-光华东三路398号,121,318,26119,2014年建造
青羊,金沙兰亭,金沙-金泽路1号,120,278,23165,2007年建造
青羊,大地新光华广场小区,光华村-光华村街66号,70,62,8821,2007年建造
青羊,北斗星花园,太升路-东马道街16号,160,249,15549,2003年建造
青羊,铸信境界,贝森-贝森南路323号,144,265,18339,2008年建造
青羊,天韵金沙,金沙-金阳路30号,143,360,25003,2006年建造
青羊,美丽朋城,贝森-东顺路174号,38,58,15014,2006年建造
青羊,富力丽思国际公馆,天府广场-顺城大街269号,145,280,19261,2014年建造
青羊,大地新光华广场小区,光华村-光华村街66号,42,40,9412,2008年建造
青羊,锦欣苑,府南新区-双清中路40号,75,85,11291,1999年建造
青羊,青森小区,贝森-青森街1号附53,81,108,13333,2004年建造
青羊,中大君悦金沙5期君郎院,金沙-蜀辉路8号,82,205,25000,2010年建造
青羊,长虹和悦府,万家湾-光华北一路527号,61,112,18361,2014年建造
青羊,蓝光SOFA社区,万家湾-成飞大道南段238号,71,140,19646,2012年建造
青羊,中华家园西区,光华村-家园路9号,149,285,19115,2004年建造
青羊,浪琴湾,贝森-瑞南街33号,44,108,24545,2003年建造
青羊,锦天国际,太升路-太升南路288号,88,140,15880,2009年建造
青羊,金阳易诚国际,万家湾-培华路399号,70,118,16835,2012年建造
青羊,荣盛花语城,万家湾-光华东一路75号,72,145,20139,2015年建造
青羊,融城云熙,骡马市-顺城大街316号,80,116,14403,2014年建造
青羊,地质局宿舍,草堂-青羊北二街34号,50,80,15959,1999年建造
青羊,北斗星花园,太升路-东马道街16号,160,249,15563,2001年建造
青羊,齐力碧水湾,贝森-琼楼路516号,153,330,21448,2009年建造
青羊,童子街庭苑,太升路-童子街29号,134,325,24254,2008年建造
青羊,金阳易诚国际,万家湾-培华路399号,76,144,18920,2012年建造
青羊,金沙云庭,金沙-金阳路152号,126,390,30735,2012年建造
青羊,万科金色领域,万家湾-光华南三路88号,83,190,22892,2012年建造
青羊,卫民巷83号院,太升路-卫民巷83号,91,140,15385,1992年建造
青羊,怡馨花园,光华村-二环路西一段89号,153,280,18289,2009年建造
青羊,百花芳邻,青羊宫-芳邻路1号,153,279,18235,2003年建造
青羊,蜀风花园城,金沙-金沙遗址路8号,195,400,20513,2003年建造
青羊,冠城花园二期,青羊宫-小南街123号,148,318,21348,2003年建造
青羊,金阳易诚国际,万家湾-培华路399号,70,110,15579,2010年建造
青羊,保利香槟光华,万家湾-光华东五路255号,56,100,17809,2013年建造
青羊,蓝光COCO金沙一期,苏坡立交-金辉路,65,135,20769,2014年建造
青羊,光华碧邻,外光华-光华西二路126号,93,138,14839,2014年建造
青羊,蜀风花园城,金沙-金沙遗址路8号,148,325,21959,2004年建造
青羊,成都现代城,青羊宫-锦里西路119号,46,72,15652,2006年建造
青羊,英国风情小镇风笛园,黄田坝-逸霞路40号,49,54.9,11204,2010年建造
青羊,馨光嘉苑,黄田坝-瑞联东路,47,51.9,11043,2018年建造
青羊,贝森园,贝森-贝森路336号,87,106,12184,2000年建造
青羊,鼓楼世家,天府广场-鼓楼洞街2号,87,159,18132,2008年建造
青羊,长顺苑北院,贝森-东顺路100号,66,90,13605,2000年建造
青羊,卧龙晓城,府南新区-青羊大道288号,142,200,14033,2013年建造
青羊,锦花苑,府南新区-锦翠南路1号,121,165,13636,2002年建造
青羊,心灵家园,万家湾-培华路312号,80,149,18625,2014年建造
青羊,东立光华杏林,万家湾-同辉南路256号,50,63,12540,2010年建造
青羊,大地新光华广场小区,光华村-光华村街66号,42,37,8810,2007年建造
青羊,石人小区罗家碾街31-43号院,草堂-罗家碾街37号,67,67,10000,1996年建造
青羊,西御大厦,天府广场-西御街8号,110,188,17021,2015年建造
青羊,中大君悦金沙一二期,金沙-蜀辉路19号,141,320,22647,2010年建造
青羊,长顺上街98号院,少城-长顺上街98号,62,96,15245,1993年建造
青羊,西城尚锦,万家湾-光华东三路588号,86,198,22780,2015年建造
青羊,水木光华,光华村-光华村街66号,126,239,18968,2009年建造
青羊,中铁双龙湾,苏坡立交-清水滨河路788号,118,230,19492,2009年建造
青羊,听城,金沙-蜀源路8号,88,175,19886,2010年建造
青羊,证大正府,骡马市-正府街172号,65,114,17325,2010年建造
青羊,中铁西城东区,万家湾-光华东三路398号,260,610,23462,2014年建造
青羊,富力丽思国际公馆,天府广场-顺城大街269号,102,200,19512,2014年建造
青羊,东珠美地,太升路-东马道街19号,92,200,21622,2003年建造
青羊,中铁西城东区,万家湾-光华东三路398号,121,288,23655,2014年建造
青羊,西贵金沙,金沙-金沙遗址路88号,74,185,24792,2014年建造
青羊,锦青苑,府南新区-同德街2号,111,135,12162,2003年建造
青羊,证大正府,骡马市-正府街172号,65,114,17325,2001年建造
青羊,金沙揽胜,贝森-清江中路63号,100,158,15768,2008年建造
青羊,大地新光华广场小区,光华村-光华村街66号,47,46,9771,2006年建造
青羊,鼓楼世家,天府广场-鼓楼洞街2号,91,167,18182,2012年建造
青羊,齐心大院,八宝街-树德巷2号,89,159,17686,1995年建造
青羊,清溪南街17号院,府南新区-清溪南街17号,48,66,13608,1999年建造
青羊,西城尚锦,万家湾-光华东三路588号,86,195,22640,2015年建造
青羊,博瑞都市花园,贝森-青羊大道101号,96,192,20000,2008年建造
青羊,锦天国际,太升路-太升南路288号,88,140,15789,2008年建造
青羊,浣花小区,浣花溪-二环路西一段116号,70,90,12857,2000年建造
青羊,保利金香槟,苏坡立交-蜀鑫东路51号,89,210,23427,2012年建造
青羊,锦天国际,太升路-太升南路288号,91,198,21758,2009年建造
青羊,证大正府,骡马市-正府街172号,59,123,20847,2009年建造
青羊,东原时光道,外光华-光华大道东4路78号,79,152,19156,2012年建造
青羊,楞伽庵街15号院,文殊院-楞伽庵街15号,55,76,13818,2000年建造
青羊,锦天国际,太升路-太升南路288号,88,140,15789,2010年建造
青羊,海亮樾金沙,苏坡立交-蜀鑫路8号,89,167,18764,2018年建造
青羊,龙景花园,浣花溪-百卉路21号,171,410,23977,2006年建造
青羊,证大正府,骡马市-正府街172号,65,114,17325,2009年建造
青羊,海亮爱金沙,苏坡立交-清源二路151号,65,130,19923,2015年建造
青羊,新城市广场,八宝街-西大街1号,60,84,14000,2018年建造
青羊,东立光华杏林,万家湾-同辉南路256号,82,120,14634,2013年建造
青羊,青羊教师公寓,府南新区-双清中路98号,87,105,12069,1999年建造
青羊,中华家园东区,光华村-家园路17号,47,62,13191,2010年建造
青羊,金沙愉景一期,苏坡立交-清波路390号,109,210,19266,2008年建造
青羊,上城生活馆,贝森-东顺路191号,154,290,18769,2004年建造
青羊,龙景花园,浣花溪-百卉路21号,172,410,23837,2006年建造
青羊,光华碧邻,外光华-光华西二路126号,92,139,14972,2010年建造
青羊,成都佳兆业广场,外光华-光华大道二段光润一路78号,66,100,14930,2016年建造
青羊,军干所南苑,草堂-草堂北路17号,76,158,20789,1999年建造
青羊,包家巷小区,青羊宫-包家巷126号,123,210,17073,1999年建造
青羊,二十一世纪花园千禧园,贝森-贝森路111号,113,176,15440,2003年建造
青羊,英伦金沙,苏坡立交-滨河路99号,70,93.5,13306,2011年建造
青羊,凯德风尚,外光华-成飞大道南段199号,89,160,17792,2013年建造
青羊,天合凯旋城,贝森-光华大道瑞联路66号,201,426,21130,2008年建造
青羊,清溪雅筑,万家湾-培风路271号,90,122,13528,2012年建造
青羊,光华美邻,贝森-瑞星路89号,103,230,22330,2007年建造
青羊,金沙西园4期,金沙-金鹏街109号,88,199,22614,2009年建造
青羊,天合凯旋城,贝森-光华大道瑞联路66号,201,450,22320,2008年建造
青羊,培风小区东区,万家湾-培风东街200号,43,48,11163,2008年建造
青羊,西城尚锦,万家湾-光华东三路588号,77,180,23322,2013年建造
青羊,金沙10年,苏坡立交-清水滨河路131号,87,180,20462,2013年建造
青羊,金沙西园4期,金沙-金鹏街109号,147,350,23810,2010年建造
青羊,光华逸家,万家湾-光华东三路401号,91,205,22527,2014年建造
青羊,水印长岛&浣谷,贝森-东坡路777号,276,1000,36206,2006年建造
青羊,长虹和悦府,万家湾-光华北一路527号,59,120,20168,2015年建造
青羊,中大君悦金沙一二期,金沙-蜀辉路19号,86,185,21301,2009年建造
青羊,培风小区东区,万家湾-培风东街200号,43,51,11860,2000年建造
青羊,祥域,金沙-金凤路1号,91,200,21882,2010年建造
青羊,长虹和悦府,万家湾-光华北一路527号,75,146,19348,2013年建造
青羊,清水绿苑,府南新区-双清北路1号,157,285,18084,2002年建造
青羊,鼓楼世家,天府广场-鼓楼洞街2号,91,167,18182,2008年建造
青羊,幸福里,外光华-福庆路83号,81,86,10617,2007年建造
青羊,光华碧邻,外光华-光华西二路126号,92,139,14972,2012年建造
青羊,攀钢苑,府南新区-清溪南街14号,50,68,13565,1998年建造
青羊,清溪雅筑,万家湾-培风路271号,67,100,14780,2012年建造
青羊,中大君悦金沙一二期,金沙-蜀辉路19号,117,270,22910,2008年建造
青羊,光华美邻,贝森-瑞星路89号,107,235,21885,2007年建造
青羊,建发金沙里,金沙-蜀辉路588号,157,460,29286,2012年建造
青羊,金沙10年,苏坡立交-清水滨河路131号,88,175.8,19788,2014年建造
青羊,鼓楼世家,天府广场-鼓楼洞街2号,91,167,18352,2008年建造
青羊,心灵家园,万家湾-培华路312号,112,218,19378,2013年建造
青羊,中铁西城东区,万家湾-光华东三路398号,320,600,18750,2014年建造
青羊,金沙鹭岛四期,金沙-金阳路,88,145,16477,2016年建造
青羊,千和沁香华庭,府南新区-同德街3号,74,133,17973,2002年建造
青羊,蓝光COCO金沙一期,苏坡立交-金辉路,68,130,19118,2016年建造
青羊,燕沙庭院,金沙-金泽路28号,149,325,21812,2005年建造
青羊,蜀风花园城,金沙-金沙遗址路8号,403,758,18809,2010年建造
青羊,锦绣光华,万家湾-中坝街29号,54,72,13192,2011年建造
青羊,保利金香槟,苏坡立交-蜀鑫东路51号,89,186,20838,2014年建造
青羊,牧电路小区,草堂-牧电路22号,70,99,13965,1998年建造
青羊,祥域,金沙-金凤路1号,92,200,21739,2010年建造
青羊,石人南路100号院,草堂-石人南路100号,63,75,11886,1998年建造
青羊,元益花园,万家湾-光华大道一段866号,129,248,19123,2008年建造
青羊,蜀风花园城,金沙-金沙遗址路8号,192,400,20822,2005年建造
青羊,金阳易诚国际,万家湾-培华路399号,99,180,18054,2010年建造
青羊,清水路苑,苏坡立交-武青北路312号,135,170,12593,2018年建造
青羊,光华逸家,万家湾-光华东三路401号,72,140,19439,2014年建造
青羊,东立光华杏林,万家湾-同辉南路256号,50,72,14397,2010年建造
青羊,横小南街2号院,青羊宫-横小南街2号,99,205,20707,1999年建造
青羊,公元西(商住楼),金沙-金沙遗址路68号,64,71,11059,2012年建造
青羊,上品金沙,金沙-黄苑街222号,98,215,21792,2015年建造
青羊,西华苑,草堂-清邻街4号,92,130,14130,2000年建造
青羊,凯德风尚,外光华-成飞大道南段199号,92,165,17828,2013年建造
青羊,东立光华杏林,万家湾-同辉南路256号,86,125,14399,2011年建造
青羊,海亮樾金沙,苏坡立交-蜀鑫路8号,89,195,21910,2012年建造
青羊,中大君悦金沙6期君泰院,金沙-金祥路58号,88,210,23864,2010年建造
青羊,快乐空间,府南新区-双锦路51号,54,85,15741,2005年建造
青羊,燕沙庭院,金沙-金泽路28号,87,280,31891,2010年建造
青羊,狮马路小区,太升路-狮马路70号,77,120,15424,1999年建造
青羊,东原时光道,外光华-光华大道东4路78号,89,170,18969,2015年建造
青羊,中铁西城东区,万家湾-光华东三路398号,91,175,19222,2014年建造
青羊,金阳易诚国际,万家湾-培华路399号,71,118,16589,2012年建造
青羊,金阳伦敦西区,贝森-青羊大道29号,478,900,18828,2013年建造
青羊,王家塘巷2号院,骡马市-王家塘2号,74,116,15481,1994年建造
青羊,中铁西城西区,万家湾-光华东三路486号,75,167,22151,2014年建造
青羊,二十一世纪花园千禧园,贝森-贝森路111号,144,216,14962,2003年建造
青羊,心灵家园,万家湾-培华路312号,83,140,16758,2013年建造
青羊,东立光华杏林,万家湾-同辉南路256号,120,170,14116,2010年建造
青羊,融城云熙,骡马市-顺城大街316号,85,135,15754,2014年建造
青羊,紫御熙庭,黄田坝-西货站路355号,180,288,16000,2017年建造
青羊,海亮樾金沙,苏坡立交-蜀鑫路8号,82,168.2,20462,2016年建造
青羊,上河新城,文殊院-大安西路56-58号,137,210,15328,2006年建造
青羊,荣盛花语城,万家湾-光华东一路75号,61,115,18608,2014年建造
锦江,人居锦尚春天B区,三圣乡-红豆树街377号,85,138,16235,2014年建造
锦江,万科城市花园,川师-静安路1号,135,415,30741,2004年建造
锦江,滨江东路226号院,合江亭-滨江东路226号,156,234,15000,2018年建造
锦江,茂业豪园(商住楼),九眼桥-宏济中路49号,28,75,26786,2017年建造
锦江,创意山,三圣乡-锦江大道388号,47,80,17021,2018年建造
锦江,中港CCPark,东湖公园-二环琉璃路,34,60,17647,2018年建造
锦江,比华利国际城三期,川师-佳宏北路39号,80,178,22019,2015年建造
锦江,茂业豪园(商住楼),九眼桥-宏济中路49号,37,91,24138,2016年建造
锦江,四海逸家云庭,三圣乡-牡丹街879号,88,423,48068,2015年建造
锦江,阿玛尼艺术公寓,莲桂路-顺江路335号,159,900,56508,2019年建造
锦江,翡翠琉璃,锦华路-经天西路199号,31,47.2,15226,2018年建造
